50,relu,relu,0.0404249,0.0247046,0.0224421,0.0210969,0.0201509,0.0194333,0.0188654,0.0184089,0.0180442,0.017744,86.6917
58,relu,relu,0.0320276,0.0172248,0.0147069,0.0132128,0.0121415,0.0113813,0.0108254,0.0103846,0.010045,0.00974368,94.4583
66,relu,relu,0.0391502,0.0256602,0.0232879,0.0219948,0.0211073,0.0204201,0.0198496,0.0193841,0.0190019,0.0186833,91.3917
74,relu,relu,0.037386,0.0245622,0.022262,0.0210662,0.0202548,0.0195893,0.0190686,0.018664,0.0183454,0.0180879,86.125
82,relu,relu,0.0442217,0.0323838,0.0302099,0.02905,0.0282977,0.0277387,0.0272945,0.0269302,0.0266413,0.0264055,76.7583
90,relu,relu,0.0417386,0.0325155,0.0306313,0.0294855,0.0286674,0.0280894,0.0276431,0.0272798,0.0269722,0.0267096,76.8667
98,relu,relu,0.0354966,0.0239795,0.0219052,0.0207016,0.0198642,0.0192371,0.0187469,0.0183481,0.0180122,0.0177293,85.75
106,relu,relu,0.0525009,0.042467,0.0406785,0.0396751,0.038959,0.0383457,0.0378474,0.0374203,0.0370577,0.0367447,66.8333
114,relu,relu,0.0381942,0.0245848,0.0225238,0.0213851,0.0206068,0.0199962,0.0194744,0.0190066,0.0185976,0.0182328,85.7333
122,relu,relu,0.032927,0.0224879,0.020661,0.0196587,0.0189852,0.018462,0.0180607,0.0177345,0.0174526,0.0172043,86.65
130,relu,relu,0.0349708,0.0244587,0.02245,0.0213476,0.0206358,0.0150315,0.0118654,0.0113277,0.0109352,0.0106159,94.05
138,relu,relu,0.0305981,0.0165164,0.0141939,0.0128938,0.0120764,0.0114682,0.0109671,0.0105451,0.0101818,0.00987187,94.75
146,relu,relu,0.046603,0.0308722,0.0286636,0.0275388,0.0268226,0.0263206,0.0259112,0.0255644,0.0252665,0.0250083,77.9417
154,relu,relu,0.03676,0.0253733,0.0231655,0.0218019,0.0209326,0.0202787,0.0197587,0.0193407,0.0189735,0.0186687,85.4083
162,relu,relu,0.0383847,0.0253415,0.0230662,0.0216922,0.0207996,0.0201995,0.0197386,0.0193337,0.0189808,0.0186859,86.6167
170,relu,relu,0.038196,0.0254027,0.0230425,0.0216396,0.0207192,0.0200636,0.0195399,0.0191044,0.0187383,0.0184207,85.0083
178,relu,relu,0.0385948,0.0261851,0.0188318,0.0136352,0.0124675,0.0116707,0.0110802,0.0106117,0.0102219,0.00988958,94.5667
186,relu,relu,0.0378792,0.025738,0.023408,0.022019,0.021089,0.0204355,0.0199592,0.0195814,0.0192578,0.0189899,84.7417
194,relu,relu,0.0350362,0.0165126,0.0140884,0.0127489,0.0118281,0.0111399,0.0105922,0.0101588,0.00981187,0.00952916,95.0583
202,relu,relu,0.0320089,0.0171471,0.0146372,0.0131271,0.0120414,0.0112722,0.0107201,0.0103139,0.0100046,0.00975818,94.7417
210,relu,relu,0.0373571,0.0245724,0.0223855,0.0211982,0.0204317,0.0198586,0.0194083,0.0190272,0.018694,0.0184133,85.375
218,relu,relu,0.0341798,0.0242437,0.0221402,0.0208579,0.01999,0.0193556,0.0188635,0.0184906,0.0181747,0.0179235,86.2917
226,relu,relu,0.0377378,0.0242005,0.0220111,0.020849,0.0200523,0.0194527,0.0189763,0.0185933,0.0182662,0.0179935,85.75
234,relu,relu,0.0559212,0.0448667,0.0427787,0.0415842,0.040777,0.0401781,0.0396899,0.0392954,0.0389499,0.0386406,65.7083
242,relu,relu,0.0334965,0.0161429,0.0138349,0.0126625,0.0119093,0.011334,0.0108329,0.010365,0.00997516,0.00962116,94.375
250,relu,relu,0.0340726,0.0178914,0.0148375,0.0133505,0.0124508,0.0118478,0.0113783,0.01098,0.0106288,0.0103002,94.5833
258,relu,relu,0.0368061,0.0244658,0.0222747,0.0209583,0.0200736,0.0194283,0.0189465,0.0185749,0.0182575,0.0179923,85.6667
266,relu,relu,0.030596,0.015757,0.0132419,0.0118904,0.0109978,0.0103566,0.0098637,0.0094755,0.00913738,0.00882722,94.95
274,relu,relu,0.0312661,0.0171722,0.0145816,0.0130823,0.0121036,0.0114209,0.0109188,0.0105026,0.0101553,0.00985708,94.8667
282,relu,relu,0.0302197,0.0161196,0.0135958,0.0122042,0.0112559,0.0105607,0.0100351,0.00962527,0.00929321,0.00902333,94.6833
290,relu,relu,0.0313107,0.0166893,0.0141875,0.0128228,0.0118667,0.0111765,0.0106485,0.0102265,0.00987004,0.00955889,94.8167
