relu,sigmoid,199.782, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 10.6
relu,sigmoid,199.782, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 10.6
50,relu,sigmoid,199.782, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 200.431, 10.6
58,relu,sigmoid,199.853, 201.204, 201.188, 201.194, 201.193, 201.212, 201.21, 201.197, 201.191, 201.202, 9.95
66,relu,sigmoid,199.194, 199.631, 199.631, 199.631, 199.631, 199.631, 199.631, 199.631, 199.631, 199.631, 10.6
74,relu,sigmoid,201.011, 202.063, 202.063, 202.063, 202.063, 202.063, 202.063, 202.063, 202.063, 202.063, 9.95
82,relu,sigmoid,199.2, 200.448, 200.448, 200.448, 200.448, 200.448, 200.448, 200.448, 200.448, 200.448, 10.35
90,relu,sigmoid,199.574, 200.337, 200.337, 200.337, 200.337, 200.337, 200.337, 200.337, 200.337, 200.337, 10.6
98,relu,sigmoid,199.103, 199.603, 199.603, 199.603, 199.603, 199.603, 199.603, 199.603, 199.603, 199.603, 10.6
106,relu,sigmoid,199.125, 200.542, 200.542, 200.542, 200.542, 200.542, 200.542, 200.542, 200.542, 200.542, 9.14167
