50,tanh,relu,0.0194056,0.0131982,0.0115798,0.0107119,0.0102225,0.00980402,0.00946456,0.00918603,0.00896476,0.00876788,93.475
58,tanh,relu,0.0185628,0.0118703,0.0105963,0.00979051,0.00915909,0.00879603,0.00859912,0.00819645,0.00799236,0.00775304,94.4417
66,tanh,relu,0.0200436,0.0133044,0.0117368,0.0107942,0.0101895,0.00960538,0.00933581,0.00893867,0.00861284,0.00841167,94.6083
74,tanh,relu,0.0194548,0.0126912,0.0112237,0.0103488,0.00976303,0.0093952,0.00900418,0.00882254,0.00854143,0.00820448,93.825
82,tanh,relu,0.018978,0.0121866,0.0107375,0.0100374,0.00929319,0.00885855,0.00855871,0.00828975,0.00793184,0.00777479,94.25
90,tanh,relu,0.0251624,0.019797,0.0185172,0.0180018,0.0173807,0.0171571,0.0167643,0.0166071,0.0162115,0.0160119,85.8083
98,tanh,relu,0.0198994,0.0121629,0.0104613,0.00962112,0.0090968,0.00869775,0.00838197,0.00825145,0.0079922,0.00780401,94.1833
106,tanh,relu,0.0190883,0.0117119,0.0102409,0.00941389,0.00892832,0.00859314,0.00825681,0.0080209,0.00774857,0.00743329,93.9417
114,tanh,relu,0.0192982,0.012956,0.0116827,0.0111056,0.0106361,0.0102025,0.00973246,0.00938975,0.009099,0.00882379,93.95
122,tanh,relu,0.0253581,0.019793,0.0185771,0.0178459,0.0173456,0.0168747,0.0165762,0.0163788,0.0161442,0.0160371,85.9333
130,tanh,relu,0.01917,0.0126643,0.0114667,0.0105493,0.00996487,0.00949928,0.0091002,0.00858444,0.00836821,0.0081299,94.3417
138,tanh,relu,0.018484,0.0123903,0.0111426,0.0103731,0.00976235,0.00932867,0.00899899,0.00874792,0.00844378,0.00838014,93.5667
146,tanh,relu,0.0190939,0.0121531,0.0107279,0.00994817,0.0094594,0.00909551,0.00878713,0.00860036,0.00830844,0.00809414,93.85
154,tanh,relu,0.0181101,0.011683,0.0102863,0.00946991,0.00894147,0.00847499,0.00811434,0.00785543,0.00768315,0.00758041,94.1417
162,tanh,relu,0.0193863,0.0121528,0.0107088,0.00982863,0.00935477,0.00885689,0.00842808,0.00819006,0.00805725,0.00773785,94.0333
