50,relu,relu,0.0451981, 0.0282837, 0.0253039, 0.0237258, 0.022807, 0.022202, 0.0217427, 0.0213759, 0.0210808, 0.0208041, 84.1417
58,relu,relu,0.0332521, 0.0186674, 0.0164959, 0.0153244, 0.0145534, 0.0139518, 0.0134683, 0.0130916, 0.0127958, 0.0125304, 92.9
66,relu,relu,0.0327683, 0.0196082, 0.0171188, 0.0158248, 0.0149672, 0.0143701, 0.0139285, 0.0135865, 0.0133121, 0.0130998, 93.2833
74,relu,relu,0.0483404, 0.0354665, 0.0291048, 0.0246398, 0.0235825, 0.0229221, 0.0224419, 0.0220562, 0.0217341, 0.021457, 84.1
82,relu,relu,0.0462976, 0.0298747, 0.0273601, 0.0261899, 0.0253477, 0.0246808, 0.024138, 0.0237113, 0.0233704, 0.0230932, 82.9333
90,relu,relu,0.0344518, 0.0210595, 0.0187743, 0.0173131, 0.0161918, 0.0153152, 0.0146101, 0.0139998, 0.0134793, 0.0130488, 92.2667
98,relu,relu,0.0478478, 0.0297922, 0.0272852, 0.0260668, 0.0252683, 0.024652, 0.0241597, 0.0237433, 0.0233597, 0.0229856, 82.875
106,relu,relu,0.0391144, 0.0231756, 0.0182075, 0.0167347, 0.0158285, 0.0151683, 0.01469, 0.0143082, 0.0139839, 0.013696, 92.9833
114,relu,relu,0.0395028, 0.0192948, 0.0166778, 0.015227, 0.0144193, 0.0139171, 0.0135649, 0.0132687, 0.0130213, 0.0128101, 92.9917
122,relu,relu,0.0561404, 0.0384399, 0.0361396, 0.0349579, 0.0341544, 0.0335753, 0.033166, 0.0328103, 0.0325024, 0.0322545, 73.8667
130,relu,relu,0.0366636, 0.0197022, 0.0174885, 0.0162668, 0.0153708, 0.0146671, 0.0141201, 0.0136519, 0.0132498, 0.0129109, 93.0667
138,relu,relu,0.0332553, 0.0190936, 0.0164584, 0.0152733, 0.014536, 0.0139681, 0.0135155, 0.0131639, 0.0128745, 0.0126371, 92.925
146,relu,relu,0.0464636, 0.0304641, 0.0274279, 0.0258577, 0.0249556, 0.0243499, 0.0239399, 0.0235875, 0.0232965, 0.0230544, 83.2
154,relu,relu,0.0522209, 0.0363384, 0.0324354, 0.0261064, 0.025044, 0.0243781, 0.0238753, 0.0234908, 0.0231532, 0.0228653, 82.675
162,relu,relu,0.0462657, 0.0352617, 0.0296771, 0.0254583, 0.0242415, 0.023432, 0.0228328, 0.0223816, 0.0220062, 0.0217058, 83.8333
170,relu,relu,0.0379382, 0.0213664, 0.0182399, 0.0167609, 0.0157662, 0.0149193, 0.0142608, 0.0137806, 0.0133758, 0.0130308, 92.45
178,relu,relu,0.0317045, 0.01897, 0.0168934, 0.0157464, 0.0150086, 0.0144715, 0.0140836, 0.0137934, 0.0135357, 0.0132992, 93.0083
186,relu,relu,0.049379, 0.0375443, 0.0354659, 0.0341326, 0.0331918, 0.0325054, 0.0320089, 0.0316497, 0.0313413, 0.0310751, 74.4917
194,relu,relu,0.0443051, 0.0298495, 0.0275019, 0.0263048, 0.0255447, 0.0249845, 0.0245971, 0.0242892, 0.0240029, 0.0237659, 82.7
202,relu,relu,0.0403842, 0.0261843, 0.0239357, 0.0224051, 0.0213756, 0.0207471, 0.0203066, 0.0199797, 0.0197111, 0.0194904, 85.5083
210,relu,relu,0.0520771, 0.0408308, 0.0337856, 0.0303215, 0.0295743, 0.0290497, 0.0286183, 0.0282851, 0.027999, 0.0277734, 76.9
218,relu,relu,0.0402258, 0.0203974, 0.0175924, 0.0163294, 0.0154781, 0.0148564, 0.0143696, 0.0139713, 0.0136285, 0.0133259, 92.5
226,relu,relu,0.056356, 0.0384457, 0.035847, 0.0345421, 0.0335787, 0.0328909, 0.0324143, 0.03204, 0.0317531, 0.0315262, 81.1917
