50,leaky_relu,leaky_relu,0.0308274, 0.0182914, 0.0155631, 0.0138929, 0.0128337, 0.0120988, 0.0115468, 0.0110979, 0.0107405, 0.0104526, 94.95
58,leaky_relu,leaky_relu,0.0301187, 0.0165092, 0.0142978, 0.0130696, 0.0122106, 0.0115644, 0.0110617, 0.0106549, 0.0103275, 0.0100527, 94.8333
58,leaky_relu,leaky_relu,0.0301187, 0.0165092, 0.0142978, 0.0130696, 0.0122106, 0.0115644, 0.0110617, 0.0106549, 0.0103275, 0.0100527, 94.8333
66,leaky_relu,leaky_relu,0.0305392, 0.0178169, 0.0154861, 0.0142234, 0.0134356, 0.0128486, 0.0123859, 0.0119835, 0.0116135, 0.0112745, 94.7917
74,leaky_relu,leaky_relu,0.0315912, 0.0169879, 0.0145834, 0.0133194, 0.0124962, 0.0118836, 0.0113985, 0.0110001, 0.0106685, 0.0103875, 94.5333
82,leaky_relu,leaky_relu,0.0297769, 0.0172529, 0.015017, 0.0136951, 0.0127892, 0.0121341, 0.0115954, 0.0111402, 0.0107626, 0.0104355, 94.9417
90,leaky_relu,leaky_relu,0.0317713, 0.0181724, 0.0156117, 0.0141942, 0.0132107, 0.0124649, 0.0118702, 0.0113896, 0.01098, 0.0106474, 94.5417
98,leaky_relu,leaky_relu,0.02951, 0.0169954, 0.0147822, 0.0134146, 0.0124844, 0.0118198, 0.0113166, 0.0109072, 0.0105636, 0.0102724, 95.0333
106,leaky_relu,leaky_relu,0.0309855, 0.0176921, 0.0150601, 0.0136304, 0.0126872, 0.0120129, 0.0114946, 0.0110677, 0.0107216, 0.0104309, 94.95
114,leaky_relu,leaky_relu,0.0314777, 0.0174264, 0.0150012, 0.0136298, 0.0127112, 0.0120792, 0.0116117, 0.011232, 0.0109177, 0.0106553, 94.2667
122,leaky_relu,leaky_relu,0.0285451, 0.0174505, 0.0151342, 0.0137696, 0.0128218, 0.0120997, 0.0115455, 0.0111039, 0.010741, 0.0104369, 94.8583
130,leaky_relu,leaky_relu,0.0326559, 0.0185146, 0.0158609, 0.0143131, 0.0132698, 0.0124849, 0.0118694, 0.011372, 0.0109573, 0.0106028, 94.7083
138,leaky_relu,leaky_relu,0.0294125, 0.0169036, 0.0147724, 0.0134799, 0.0125372, 0.0117915, 0.0112092, 0.0107508, 0.0103848, 0.0100762, 95
146,leaky_relu,leaky_relu,0.0329845, 0.0179901, 0.0155843, 0.0142756, 0.0134207, 0.0128152, 0.0123194, 0.011895, 0.011514, 0.0111652, 94.1083
154,leaky_relu,leaky_relu,0.0307091, 0.0172129, 0.0148926, 0.013644, 0.0128135, 0.0121884, 0.0117236, 0.0113503, 0.0110195, 0.0107413, 94.2833
162,leaky_relu,leaky_relu,0.0312585, 0.0172123, 0.0147493, 0.0133364, 0.0124372, 0.0117981, 0.0112763, 0.0108468, 0.0104703, 0.010151, 94.9417
170,leaky_relu,leaky_relu,0.0321691, 0.0175575, 0.0150259, 0.0135929, 0.0126328, 0.011948, 0.0114349, 0.0110452, 0.0107206, 0.0104453, 94.65
178,leaky_relu,leaky_relu,0.0302111, 0.0178925, 0.0153987, 0.0138983, 0.0128845, 0.0121605, 0.0116174, 0.0111964, 0.0108441, 0.0105525, 94.6833
186,leaky_relu,leaky_relu,0.0336654, 0.0189351, 0.0163757, 0.0145824, 0.0134733, 0.0126932, 0.0121074, 0.0116518, 0.0112897, 0.0109741, 94.3667
