sigmoid,relu,0.050387, 0.0392715, 0.0375591, 0.0365871, 0.0360642, 0.0356163, 0.0352923, 0.0350453, 0.0348515, 0.034641, 68.2333
sigmoid,relu,0.050387, 0.0392715, 0.0375591, 0.0365871, 0.0360642, 0.0356163, 0.0352923, 0.0350453, 0.0348515, 0.034641, 68.2333
50,sigmoid,relu,0.050387, 0.0392715, 0.0375591, 0.0365871, 0.0360642, 0.0356163, 0.0352923, 0.0350453, 0.0348515, 0.034641, 68.2333
58,sigmoid,relu,0.0509564, 0.0389564, 0.0373833, 0.0366012, 0.0360416, 0.0356609, 0.0352916, 0.0351157, 0.0349856, 0.0347451, 68.575
66,sigmoid,relu,0.0408892, 0.0248273, 0.022808, 0.0217569, 0.0209015, 0.020326, 0.0198347, 0.0139079, 0.010958, 0.0103055, 93.5167
74,sigmoid,relu,0.054209, 0.047312, 0.0463847, 0.0458117, 0.0453485, 0.0450003, 0.044743, 0.0444885, 0.0442529, 0.0440687, 58.3333
82,sigmoid,relu,0.0580136, 0.0496003, 0.048653, 0.0480027, 0.0475999, 0.0472508, 0.0469727, 0.0466784, 0.0464631, 0.0462868, 56.125
90,sigmoid,relu,0.0488246, 0.0397264, 0.0385166, 0.0320948, 0.0302587, 0.0294585, 0.0289192, 0.0285424, 0.0281601, 0.0278926, 74.975
98,sigmoid,relu,0.0439713, 0.0305404, 0.0289562, 0.0281295, 0.0275866, 0.0271209, 0.0267538, 0.0264206, 0.0261765, 0.0259426, 76.625
106,sigmoid,relu,0.055138, 0.0410598, 0.0387812, 0.0375458, 0.0355154, 0.029692, 0.0286838, 0.0280982, 0.0276582, 0.0272864, 75.5417
