50,leaky_relu,leaky_relu,0.0124957, 0.00601123, 0.0044013, 0.00352238, 0.00290828, 0.00246526, 0.0021259, 0.0018633, 0.00163152, 0.00143628, 0.00127919, 0.00116114, 0.00104643, 0.000957255, 0.000870879, 97.9167
58,leaky_relu,leaky_relu,0.0127594, 0.00609618, 0.00449473, 0.00358501, 0.00298171, 0.00252252, 0.00216477, 0.00188523, 0.00165678, 0.0014796, 0.00133097, 0.00120398, 0.00109286, 0.00101848, 0.000914541, 0.000845024, 0.000782388, 0.000723103, 0.000667209, 0.000630036, 98.0167
