seed,act1,act2,ratio,layout,hidden,lr,epochs,loss,status,seconds,train_acc,val_acc,val_f1,test_acc,test_f1,best_val_acc,best_val_epoch,epoch_loss,epoch_train_acc,epoch_val_acc,epoch_val_f1,test_confusion
103,relu,relu,0,interleave,128,0.03,10,ce,ok,173.169,96.3244,94.3,94.2525,94.8,94.7081,96,4,0.32573|0.193027|0.170598|0.144953|0.142945|0.142468|0.137356|0.134928|0.146224|0.166935,90.4356|94.6244|95.4044|96.2|96.3111|96.4756|96.7422|96.7978|96.5289|96.3244,93.06|94.18|95.54|96|94.62|94.86|95.98|95.56|95.1|94.3,93.043|94.2248|95.5253|95.9896|94.6084|94.8861|95.9909|95.5563|95.1478|94.2525,950|1|0|0|1|1|2|0|6|2|0|1130|0|3|1|0|2|8|16|4|6|14|919|3|3|1|2|4|17|0|1|5|19|846|0|93|0|16|21|32|2|1|3|1|956|0|7|4|5|15|2|3|0|5|0|827|17|0|10|5|13|0|1|1|2|4|966|0|4|0|2|3|6|7|3|0|0|1011|1|12|7|2|9|4|3|4|1|0|931|21|3|0|0|1|18|4|0|13|7|944
102,relu,relu,0,interleave,128,0.03,10,ce,ok,173.257,96.64,95.44,95.4772,95.55,95.5106,96.48,6,0.32322|0.196448|0.159582|0.151724|0.144762|0.127885|0.138697|0.15467|0.141281|0.148701,90.4867|94.5889|95.6844|96.0089|96.24|96.6178|96.6289|96.4089|96.7267|96.64,93.4|95.8|94.74|95.02|95.6|96.48|94.96|94.88|95.84|95.44,93.4006|95.8077|94.6929|95.0189|95.6222|96.4891|94.9567|94.8861|95.8512|95.4772,942|0|2|0|0|1|4|1|11|2|0|1143|2|3|3|0|0|3|9|1|4|0|892|14|3|0|4|13|36|3|1|0|3|987|1|16|0|2|17|6|1|3|4|0|920|0|7|9|10|40|3|1|0|19|1|809|12|1|14|9|2|1|0|1|4|1|956|0|25|1|0|0|8|12|2|1|0|999|4|19|2|4|1|3|1|4|2|0|955|10|5|0|0|3|7|4|0|11|8|952
101,relu,relu,0,interleave,128,0.03,10,ce,ok,173.327,96.8222,95.46,95.5083,95.72,95.6923,96.16,4,0.33091|0.19345|0.176599|0.156741|0.148546|0.144398|0.145467|0.157424|0.136347|0.140437,90.3222|94.64|95.2533|95.9467|96.2289|96.3956|96.5244|96.3867|96.8867|96.8222,94.08|95.42|93.96|96.16|92|96.16|95.66|95.9|95.5|95.46,94.1129|95.4366|94.0211|96.1689|92.1309|96.169|95.6542|95.9067|95.5018|95.5083,944|0|2|1|1|1|5|0|6|3|0|1150|1|4|3|0|0|2|2|2|10|4|890|16|8|1|1|3|31|5|0|0|1|1007|3|8|0|3|6|5|1|0|0|0|942|0|6|2|1|42|2|0|4|9|2|830|9|0|8|5|5|2|1|0|1|5|973|0|3|1|1|1|6|31|5|2|0|953|2|44|2|4|1|7|6|9|1|1|929|22|2|0|3|14|10|3|0|3|1|954
103,relu,relu,0,interleave,128,0.01,10,ce,ok,173.333,99.2978,97.18,97.1848,97.67,97.6366,97.54,5,0.284262|0.119102|0.0851988|0.0624515|0.0535022|0.0434506|0.0359807|0.0310082|0.0269115|0.0210718,91.3133|96.3822|97.3533|97.9844|98.2689|98.6067|98.8422|98.9822|99.1333|99.2978,94.84|96.26|97.2|96.74|97.54|96.94|97.28|96.96|97.14|97.18,94.8243|96.275|97.1933|96.7347|97.5351|96.925|97.2754|96.9597|97.1459|97.1848,951|1|0|0|2|2|2|0|3|2|0|1155|0|0|0|0|1|3|5|0|3|2|936|6|6|3|4|3|6|0|0|2|5|1000|1|13|0|4|6|2|1|1|4|0|974|0|5|1|1|7|1|0|1|7|0|853|1|0|4|2|1|0|0|0|2|10|978|0|0|0|0|0|2|8|8|2|1|1014|1|9|2|2|2|6|0|4|1|1|962|2|2|0|1|5|15|8|0|5|10|944
102,tanh,tanh,0,interleave,128,0.001,10,ce,ok,183.382,97.3467,96.24,96.2278,96.52,96.4842,96.24,10,0.601047|0.286316|0.235832|0.198419|0.17006|0.147734|0.130137|0.115345|0.102817|0.0925563,84.6156|91.7289|93.1622|94.3089|95.0778|95.7422|96.1733|96.6222|97.0933|97.3467,90.6|92.32|93.4|93.9|94.78|95.16|95.64|96.06|96.18|96.24,90.5074|92.295|93.3567|93.8646|94.7744|95.151|95.6337|96.0545|96.1901|96.2278,950|0|0|1|1|1|4|0|5|1|0|1145|4|2|3|1|1|2|5|1|5|2|937|2|7|2|5|3|5|1|1|5|7|977|1|17|0|9|10|6|2|0|9|0|943|1|10|1|2|26|4|2|2|5|0|828|12|0|8|8|6|1|1|1|1|2|976|0|3|0|4|3|12|4|7|1|0|999|1|14|3|6|4|5|3|2|5|0|953|1|4|2|1|7|16|3|0|10|3|944
103,tanh,tanh,0,interleave,128,0.001,10,ce,ok,183.6,97.34,96.48,96.4771,96.29,96.2416,96.5,9,0.59994|0.285337|0.235111|0.19641|0.168095|0.146051|0.129247|0.115517|0.104228|0.0942094,85.1533|91.7711|93.2067|94.3022|95.1289|95.8|96.2844|96.68|97.0267|97.34,90.88|92.48|93.46|94.24|95.04|95.38|95.92|96.24|96.5|96.48,90.8092|92.422|93.4302|94.2062|95.0136|95.3568|95.9058|96.2368|96.5024|96.4771,940|0|1|1|1|5|4|0|8|3|0|1143|2|1|5|2|0|3|6|2|4|4|911|12|10|3|8|7|10|0|1|4|2|981|1|22|0|10|10|2|2|0|6|0|950|3|7|3|5|18|2|1|3|7|0|845|4|0|5|2|4|1|1|1|2|11|966|0|5|0|0|1|3|4|6|4|0|1013|1|13|2|3|1|10|1|12|2|0|950|1|1|1|1|7|19|9|0|18|4|930
101,tanh,tanh,0,interleave,128,0.001,10,ce,ok,183.855,97.3556,96.62,96.6224,96.36,96.3244,96.62,10,0.610416|0.284732|0.233606|0.194721|0.166134|0.144073|0.126536|0.112901|0.100861|0.0908812,84.64|91.8289|93.3022|94.4089|95.2778|95.8356|96.3644|96.7111|97.0867|97.3556,90.72|92.32|93.2|94.5|94.68|95.36|95.96|96.26|96.44|96.62,90.6643|92.2782|93.1951|94.484|94.6673|95.3541|95.9437|96.2531|96.4298|96.6224,938|0|3|1|1|5|5|0|6|4|0|1146|4|1|5|0|0|3|4|1|2|4|928|11|7|1|3|5|8|0|0|5|3|989|1|18|0|10|3|4|1|0|9|1|942|1|8|3|2|27|0|1|4|9|1|839|6|0|4|5|3|1|2|1|2|9|969|1|3|0|0|2|5|8|3|2|0|1002|1|22|2|6|4|15|3|12|4|0|929|7|2|1|1|7|13|3|1|7|1|954
101,tanh,tanh,0,interleave,128,0.003,10,ce,ok,184.287,99.0311,97.64,97.6359,97.62,97.5891,97.64,10,0.401741|0.192603|0.138575|0.10755|0.0862452|0.071674|0.0593159|0.0496698|0.040809|0.0340224,88.6867|94.2844|95.9467|96.78|97.4133|97.7933|98.1667|98.46|98.82|99.0311,92.84|95.06|95.98|96.58|96.4|96.94|97.24|97.26|97.3|97.64,92.8225|95.0528|95.9597|96.5813|96.4083|96.9358|97.2437|97.2554|97.2936|97.6359,945|0|2|1|1|2|3|0|6|3|0|1154|1|1|2|0|0|3|2|1|0|1|948|8|2|0|2|3|4|1|0|1|3|1007|0|14|0|6|2|0|0|0|6|0|955|2|7|0|1|23|0|2|4|10|0|843|5|0|4|1|2|1|0|0|2|6|979|0|1|0|0|2|5|7|3|3|0|1009|1|15|2|5|1|11|1|6|2|0|952|2|1|0|0|1|8|4|0|4|2|970
101,tanh,tanh,0,interleave,128,0.01,10,ce,ok,117.112,99.6422,97.74,97.7337,97.91,97.886,97.74,10,0.298548|0.137493|0.0955986|0.0723307|0.0524141|0.0420259|0.0306381|0.0224617|0.0182955|0.0119825,91.0867|95.7889|97.0044|97.6444|98.3489|98.6444|99.0667|99.2956|99.4267|99.6422,94.32|96.12|96.6|96.98|95.12|97.12|97.52|97.56|97.56|97.74,94.3074|96.1106|96.59|96.9873|95.1811|97.1285|97.5174|97.5637|97.5576|97.7337,954|0|0|1|1|0|3|0|3|1|0|1152|0|1|2|0|0|3|5|1|1|2|950|8|0|1|3|3|1|0|0|1|7|1006|0|12|0|6|1|0|0|0|8|0|957|1|8|4|2|14|0|0|2|7|0|846|6|0|5|3|1|1|1|0|1|5|978|0|4|0|0|0|7|3|4|1|0|1020|1|9|2|4|3|6|0|2|2|0|960|3|2|0|0|2|7|4|0|6|1|968
102,tanh,tanh,0,interleave,128,0.01,10,ce,ok,117.528,99.6644,97.7,97.7013,97.77,97.7477,97.7,10,0.303149|0.139453|0.0957452|0.0702985|0.0542041|0.0420341|0.0325613|0.0236628|0.0170553|0.0111707,90.8222|95.7978|97.0178|97.7733|98.3133|98.62|98.9844|99.2533|99.4422|99.6644,94.48|96.24|96.32|96.9|97.58|97.3|97.52|97.48|97.52|97.7,94.4707|96.2275|96.3017|96.8999|97.588|97.3121|97.5244|97.493|97.5269|97.7013,957|0|0|0|1|0|2|0|2|1|0|1148|3|1|2|0|1|3|2|4|2|2|941|5|5|1|2|2|9|0|2|1|10|994|0|12|0|3|8|3|0|0|2|0|971|0|8|3|1|9|0|0|1|5|0|842|7|0|7|7|2|1|2|0|2|2|981|0|1|0|0|0|11|2|5|1|0|1015|1|10|3|1|2|8|1|1|2|1|959|4|3|0|0|2|11|0|0|3|2|969
