0.0839906, 0.0814703, 0.0802887, 0.0795527, 0.0791913, 0.0788261, 0.0786627, 0.0782652, 0.0780245, 0.0777558, 0.0776326, 0.0773114, 0.0772064, 0.0771119, 0.0768068, 32.08
0.0804102, 0.0737144, 0.0707246, 0.0685894, 0.066858, 0.0653786, 0.0639768, 0.0626891, 0.0614602, 0.0602162, 50.02
